genres,overview,title
1,billy madison billy madison 27 year old son bryan madison rich man living hotel industry   billy stands inherit father empire 12 grades 2 weeks grade prove takes run family business,Billy Madison
6,babysitter jennifer lovely teen hired baby sit kids harry tucker wife dolly    tuckers party proceed inebriated mr   tucker fantasizing beautiful baby sitter   jack boyfriend mark guy interested decide spy jennifer tucker house young man fixated,The Babysitter
9,babysitter jennifer lovely teen hired baby sit kids harry tucker wife dolly    tuckers party proceed inebriated mr   tucker fantasizing beautiful baby sitter   jack boyfriend mark guy interested decide spy jennifer tucker house young man fixated,The Babysitter
1,boys breaking girlfriend nightclub singer jane answers personal ad robin real estate agent aids seeking cross country travel partner   journey new york city los angeles stop pittsburgh pick robin friend holly trying escape abusive relationship   distinct personalities women overcome differences help,Boys on the Side
6,boys breaking girlfriend nightclub singer jane answers personal ad robin real estate agent aids seeking cross country travel partner   journey new york city los angeles stop pittsburgh pick robin friend holly trying escape abusive relationship   distinct personalities women overcome differences help,Boys on the Side
6,cure dexter age 11 aids door neighbor eric little older bigger best friends   eric closer dexter mother neglectful bigoted violently forbids friendship learning   dexter erik start journey find   cure   read local newspaper,The Cure
2,cure dexter age 11 aids door neighbor eric little older bigger best friends   eric closer dexter mother neglectful bigoted violently forbids friendship learning   dexter erik start journey find   cure   read local newspaper,The Cure
9,castle freak john inherited castle italy moves wife susan blind daughter rebecca   realize somebody castle   abused child left die basement castle freak wreak havoc,Castle Freak
6,castle freak john inherited castle italy moves wife susan blind daughter rebecca   realize somebody castle   abused child left die basement castle freak wreak havoc,Castle Freak
10,castle freak john inherited castle italy moves wife susan blind daughter rebecca   realize somebody castle   abused child left die basement castle freak wreak havoc,Castle Freak
13,castle freak john inherited castle italy moves wife susan blind daughter rebecca   realize somebody castle   abused child left die basement castle freak wreak havoc,Castle Freak
6,circle friends circle friends set 1950 ireland   movie focuses benny hogan best friend eve malone   story centers benny eve enter student life university college dublin   benny eve reunite childhood friend ice cool nan mahon college belle   encounter handsome charming jack foley benny quickly falls,Circle of Friends
2,circle friends circle friends set 1950 ireland   movie focuses benny hogan best friend eve malone   story centers benny eve enter student life university college dublin   benny eve reunite childhood friend ice cool nan mahon college belle   encounter handsome charming jack foley benny quickly falls,Circle of Friends
5,circle friends circle friends set 1950 ireland   movie focuses benny hogan best friend eve malone   story centers benny eve enter student life university college dublin   benny eve reunite childhood friend ice cool nan mahon college belle   encounter handsome charming jack foley benny quickly falls,Circle of Friends
1,clerks convenience video store clerks dante randal sharp witted potty mouthed bored minds   needling customers counter jockeys play hockey roof visit funeral home deal love lives,Clerks
5,don juan demarco john arnold demarco man believes don juan greatest lover world   clad cape mask demarco undergoes psychiatric treatment dr   jack mickler cure apparent delusion   psychiatric sessions unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage,Don Juan DeMarco
6,don juan demarco john arnold demarco man believes don juan greatest lover world   clad cape mask demarco undergoes psychiatric treatment dr   jack mickler cure apparent delusion   psychiatric sessions unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage,Don Juan DeMarco
1,don juan demarco john arnold demarco man believes don juan greatest lover world   clad cape mask demarco undergoes psychiatric treatment dr   jack mickler cure apparent delusion   psychiatric sessions unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage,Don Juan DeMarco
6,disclosure computer specialist sued sexual harassment lover turned boss initiated act forcefully threatens career personal life,Disclosure
9,disclosure computer specialist sued sexual harassment lover turned boss initiated act forcefully threatens career personal life,Disclosure
8,disclosure computer specialist sued sexual harassment lover turned boss initiated act forcefully threatens career personal life,Disclosure
13,disclosure computer specialist sued sexual harassment lover turned boss initiated act forcefully threatens career personal life,Disclosure
